date,from,to,code,gsp,region_name,unit_rate_excl_vat,unit_rate_incl_vat
2019-01-25,09:30:00,10:00:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,13.24,13.902
2019-01-25,10:00:00,10:30:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,13.2,13.86
2019-01-25,10:30:00,11:00:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,12.4,13.02
2019-01-25,11:00:00,11:30:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,12.24,12.852
2019-01-25,11:30:00,12:00:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,12.12,12.726
2019-01-25,23:30:00,00:00:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,11.4,11.97
2019-01-25,12:30:00,13:00:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,11.8,12.39
2019-01-25,13:00:00,13:30:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,11.7,12.285
2019-01-25,13:30:00,14:00:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,11.46,12.033
2019-01-25,14:00:00,14:30:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,11.84,12.432
2019-01-25,14:30:00,15:00:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,10.94,11.487
2019-01-25,15:00:00,15:30:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,10.4,10.92
2019-01-25,15:30:00,16:00:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,12.1,12.705
2019-01-25,16:00:00,16:30:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,25.2,26.46
2019-01-25,16:30:00,17:00:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,28.66,30.093
2019-01-25,17:00:00,17:30:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,27.08,28.434
2019-01-25,17:30:00,18:00:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,27.08,28.434
2019-01-25,18:00:00,18:30:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,27.22,28.581
2019-01-25,18:30:00,19:00:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,26.18,27.489
2019-01-25,19:00:00,19:30:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,12,12.6
2019-01-25,19:30:00,20:00:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,12.5,13.125
2019-01-25,20:00:00,20:30:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,12.62,13.251
2019-01-25,20:30:00,21:00:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,10.4,10.92
2019-01-25,21:00:00,21:30:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,11.28,11.844
2019-01-25,21:30:00,22:00:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,10.96,11.508
2019-01-25,22:00:00,22:30:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,10.76,11.298
2019-01-25,22:30:00,23:00:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,10.5,11.025
2019-01-25,23:00:00,23:30:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,11,11.55
2019-01-25,00:00:00,00:30:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,10.76,11.298
2019-01-26,00:00:00,00:30:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,11.2,11.76
2019-01-26,00:30:00,01:00:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,12.4,13.02
2019-01-26,01:30:00,02:00:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,10,10.5
2019-01-26,02:00:00,02:30:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,9.38,9.849
2019-01-26,02:30:00,03:00:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,9.1,9.555
2019-01-26,03:00:00,03:30:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,9.4,9.87
2019-01-26,03:30:00,04:00:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,8.88,9.324
2019-01-26,04:00:00,04:30:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,8.76,9.198
2019-01-26,04:30:00,05:00:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,8.6,9.03
2019-01-26,05:00:00,05:30:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,9,9.45
2019-01-26,05:30:00,06:00:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,9,9.45
2019-01-26,06:00:00,06:30:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,10.14,10.647
2019-01-26,06:30:00,07:00:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,10,10.5
2019-01-26,07:00:00,07:30:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,9.4,9.87
2019-01-26,07:30:00,08:00:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,9.6,10.08
2019-01-26,08:00:00,08:30:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,10.38,10.899
2019-01-26,08:30:00,09:00:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,10.7,11.235
2019-01-26,09:00:00,09:30:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,11,11.55
2019-01-26,09:30:00,10:00:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,11.4,11.97
2019-01-26,10:00:00,10:30:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,11.2,11.76
2019-01-26,10:30:00,11:00:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,11.2,11.76
2019-01-26,11:00:00,11:30:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,11.12,11.676
2019-01-26,11:30:00,12:00:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,11.12,11.676
2019-01-26,12:00:00,12:30:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,10.72,11.256
2019-01-26,12:30:00,13:00:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,10.72,11.256
2019-01-26,13:00:00,13:30:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,10.24,10.752
2019-01-26,13:30:00,14:00:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,10.24,10.752
2019-01-26,14:00:00,14:30:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,10.4,10.92
2019-01-26,14:30:00,15:00:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,10.6,11.13
2019-01-26,15:00:00,15:30:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,10.2,10.71
2019-01-26,15:30:00,16:00:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,10.8,11.34
2019-01-26,16:00:00,16:30:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,23.8,24.99
2019-01-26,16:30:00,17:00:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,28.42,29.841
2019-01-26,17:00:00,17:30:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,29.76,31.248
2019-01-26,17:30:00,18:00:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,31.2,32.76
2019-01-26,18:00:00,18:30:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,29.6,31.08
2019-01-26,18:30:00,19:00:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,28.4,29.82
2019-01-26,19:00:00,19:30:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,12.9,13.545
2019-01-26,19:30:00,20:00:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,12,12.6
2019-01-26,20:00:00,20:30:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,10.6,11.13
2019-01-26,20:30:00,21:00:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,10.3,10.815
2019-01-26,21:00:00,21:30:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,10.6,11.13
2019-01-26,21:30:00,22:00:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,10.3,10.815
2019-01-26,22:00:00,22:30:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,10.6,11.13
2019-01-26,22:30:00,23:00:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,10,10.5
2019-01-26,23:00:00,23:30:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,9.38,9.849
2019-01-26,23:30:00,00:00:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,9.2,9.66
2019-01-26,01:00:00,01:30:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,11.16,11.718
2019-01-27,12:30:00,13:00:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,12.48,13.104
2019-01-27,00:00:00,00:30:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,8.72,9.156
2019-01-27,01:30:00,02:00:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,4.8,5.04
2019-01-27,02:00:00,02:30:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,4.98,5.229
2019-01-27,02:30:00,03:00:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,4.72,4.956
2019-01-27,03:00:00,03:30:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,3.98,4.179
2019-01-27,03:30:00,04:00:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,3,3.15
2019-01-27,04:00:00,04:30:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,1.36,1.428
2019-01-27,04:30:00,05:00:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,1.36,1.428
2019-01-27,05:00:00,05:30:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,2.36,2.478
2019-01-27,05:30:00,06:00:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,2.36,2.478
2019-01-27,06:00:00,06:30:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,4.28,4.494
2019-01-27,06:30:00,07:00:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,4.28,4.494
2019-01-27,07:00:00,07:30:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,6.1,6.405
2019-01-27,07:30:00,08:00:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,4,4.2
2019-01-27,08:00:00,08:30:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,6,6.3
2019-01-27,08:30:00,09:00:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,8.2,8.61
2019-01-27,09:00:00,09:30:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,10.64,11.172
2019-01-27,09:30:00,10:00:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,11.68,12.264
2019-01-27,10:00:00,10:30:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,12.8,13.44
2019-01-27,10:30:00,11:00:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,12.1,12.705
2019-01-27,11:00:00,11:30:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,11.58,12.159
2019-01-27,11:30:00,12:00:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,11.68,12.264
2019-01-27,12:00:00,12:30:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,12.8,13.44
2019-01-27,01:00:00,01:30:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,8,8.4
2019-01-27,13:00:00,13:30:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,12.8,13.44
2019-01-27,13:30:00,14:00:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,11.2,11.76
2019-01-27,14:00:00,14:30:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,11,11.55
2019-01-27,14:30:00,15:00:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,10,10.5
2019-01-27,15:00:00,15:30:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,9.4,9.87
2019-01-27,15:30:00,16:00:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,10,10.5
2019-01-27,16:00:00,16:30:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,26,27.3
2019-01-27,16:30:00,17:00:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,28.4,29.82
2019-01-27,17:00:00,17:30:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,32.56,34.188
2019-01-27,17:30:00,18:00:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,32.56,34.188
2019-01-27,18:00:00,18:30:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,32.02,33.621
2019-01-27,18:30:00,19:00:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,32.02,33.621
2019-01-27,19:00:00,19:30:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,14.4,15.12
2019-01-27,19:30:00,20:00:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,14.02,14.721
2019-01-27,20:00:00,20:30:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,13.6,14.28
2019-01-27,20:30:00,21:00:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,11.2,11.76
2019-01-27,21:00:00,21:30:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,11.62,12.201
2019-01-27,21:30:00,22:00:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,11.2,11.76
2019-01-27,22:00:00,22:30:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,11.58,12.159
2019-01-27,22:30:00,23:00:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,10.8,11.34
2019-01-27,23:00:00,23:30:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,9.08,9.534
2019-01-27,23:30:00,00:00:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,9.48,9.954
2019-01-27,00:30:00,01:00:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,11,11.55
2019-01-28,00:00:00,00:30:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,9.58,10.059
2019-01-28,00:30:00,01:00:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,10.8,11.34
2019-01-28,01:00:00,01:30:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,10.8,11.34
2019-01-28,01:30:00,02:00:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,9.8,10.29
2019-01-28,02:00:00,02:30:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,10.8,11.34
2019-01-28,02:30:00,03:00:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,10.6,11.13
2019-01-28,03:00:00,03:30:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,9.82,10.311
2019-01-28,03:30:00,04:00:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,9.8,10.29
2019-01-28,04:00:00,04:30:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,9.8,10.29
2019-01-28,04:30:00,05:00:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,9.8,10.29
2019-01-28,05:00:00,05:30:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,10.44,10.962
2019-01-28,05:30:00,06:00:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,12,12.6
2019-01-28,06:00:00,06:30:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,12.8,13.44
2019-01-28,06:30:00,07:00:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,11,11.55
2019-01-28,07:00:00,07:30:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,11.08,11.634
2019-01-28,07:30:00,08:00:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,12,12.6
2019-01-28,08:00:00,08:30:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,12.32,12.936
2019-01-28,08:30:00,09:00:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,11.82,12.411
2019-01-28,09:00:00,09:30:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,11.6,12.18
2019-01-28,09:30:00,10:00:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,10.96,11.508
2019-01-28,10:00:00,10:30:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,12,12.6
2019-01-28,10:30:00,11:00:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,11.2,11.76
2019-01-28,11:00:00,11:30:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,10.4,10.92
2019-01-28,11:30:00,12:00:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,10.22,10.731
2019-01-28,12:00:00,12:30:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,10.72,11.256
2019-01-28,12:30:00,13:00:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,10.88,11.424
2019-01-28,13:00:00,13:30:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,11.2,11.76
2019-01-28,13:30:00,14:00:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,10.4,10.92
2019-01-28,14:00:00,14:30:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,11.2,11.76
2019-01-28,14:30:00,15:00:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,11.16,11.718
2019-01-28,15:00:00,15:30:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,10.04,10.542
2019-01-28,15:30:00,16:00:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,11.2,11.76
2019-01-28,16:00:00,16:30:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,28,29.4
2019-01-28,16:30:00,17:00:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,31.28,32.844
2019-01-28,17:00:00,17:30:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,30.14,31.647
2019-01-28,17:30:00,18:00:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,30.6,32.13
2019-01-28,18:00:00,18:30:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,29.4,30.87
2019-01-28,18:30:00,19:00:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,29,30.45
2019-01-28,19:00:00,19:30:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,16,16.8
2019-01-28,19:30:00,20:00:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,14.4,15.12
2019-01-28,20:00:00,20:30:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,12.6,13.23
2019-01-28,20:30:00,21:00:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,10.6,11.13
2019-01-28,21:00:00,21:30:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,11.38,11.949
2019-01-28,21:30:00,22:00:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,10.8,11.34
2019-01-28,22:00:00,22:30:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,11.2,11.76
2019-01-28,22:30:00,23:00:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,10.02,10.521
2019-01-28,23:00:00,23:30:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,9.7,10.185
2019-01-28,23:30:00,00:00:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,9.6,10.08
2019-01-29,12:30:00,13:00:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,12.4,13.02
2019-01-29,00:00:00,00:30:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,9.6,10.08
2019-01-29,01:30:00,02:00:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,9.6,10.08
2019-01-29,02:00:00,02:30:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,10,10.5
2019-01-29,02:30:00,03:00:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,10.4,10.92
2019-01-29,03:00:00,03:30:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,10.8,11.34
2019-01-29,03:30:00,04:00:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,9.82,10.311
2019-01-29,04:00:00,04:30:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,10.4,10.92
2019-01-29,04:30:00,05:00:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,10.2,10.71
2019-01-29,05:00:00,05:30:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,9.8,10.29
2019-01-29,05:30:00,06:00:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,10,10.5
2019-01-29,06:00:00,06:30:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,12.98,13.629
2019-01-29,06:30:00,07:00:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,10.8,11.34
2019-01-29,07:00:00,07:30:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,12.36,12.978
2019-01-29,07:30:00,08:00:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,13.4,14.07
2019-01-29,08:00:00,08:30:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,13.8,14.49
2019-01-29,08:30:00,09:00:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,13.8,14.49
2019-01-29,09:00:00,09:30:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,13.84,14.532
2019-01-29,09:30:00,10:00:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,13.6,14.28
2019-01-29,10:00:00,10:30:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,13.4,14.07
2019-01-29,10:30:00,11:00:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,12.88,13.524
2019-01-29,11:00:00,11:30:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,13,13.65
2019-01-29,11:30:00,12:00:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,12.66,13.293
2019-01-29,12:00:00,12:30:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,12.6,13.23
2019-01-29,01:00:00,01:30:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,10.4,10.92
2019-01-29,13:00:00,13:30:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,12.44,13.062
2019-01-29,13:30:00,14:00:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,11.52,12.096
2019-01-29,14:00:00,14:30:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,11.8,12.39
2019-01-29,14:30:00,15:00:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,10.96,11.508
2019-01-29,15:00:00,15:30:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,11.6,12.18
2019-01-29,15:30:00,16:00:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,13.54,14.217
2019-01-29,16:00:00,16:30:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,27.02,28.371
2019-01-29,16:30:00,17:00:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,30,31.5
2019-01-29,17:00:00,17:30:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,29.22,30.681
2019-01-29,17:30:00,18:00:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,29.26,30.723
2019-01-29,18:00:00,18:30:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,28.08,29.484
2019-01-29,18:30:00,19:00:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,27.28,28.644
2019-01-29,19:00:00,19:30:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,15.2,15.96
2019-01-29,19:30:00,20:00:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,13.8,14.49
2019-01-29,20:00:00,20:30:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,12.58,13.209
2019-01-29,20:30:00,21:00:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,12,12.6
2019-01-29,21:00:00,21:30:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,10.7,11.235
2019-01-29,21:30:00,22:00:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,10.32,10.836
2019-01-29,22:00:00,22:30:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,10.54,11.067
2019-01-29,22:30:00,23:00:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,10,10.5
2019-01-29,23:00:00,23:30:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,9.4,9.87
2019-01-29,23:30:00,00:00:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,9.4,9.87
2019-01-29,00:30:00,01:00:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,9.7,10.185
2019-01-30,23:30:00,00:00:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,10.6,11.13
2019-01-30,00:30:00,01:00:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,10,10.5
2019-01-30,01:00:00,01:30:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,9.8,10.29
2019-01-30,01:30:00,02:00:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,9.6,10.08
2019-01-30,02:00:00,02:30:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,9.44,9.912
2019-01-30,02:30:00,03:00:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,9.44,9.912
2019-01-30,03:00:00,03:30:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,9.2,9.66
2019-01-30,03:30:00,04:00:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,9.2,9.66
2019-01-30,04:00:00,04:30:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,9.2,9.66
2019-01-30,04:30:00,05:00:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,9.2,9.66
2019-01-30,05:00:00,05:30:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,9.5,9.975
2019-01-30,05:30:00,06:00:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,9.5,9.975
2019-01-30,06:00:00,06:30:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,11.58,12.159
2019-01-30,06:30:00,07:00:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,10.2,10.71
2019-01-30,07:00:00,07:30:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,11,11.55
2019-01-30,07:30:00,08:00:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,11.8,12.39
2019-01-30,08:00:00,08:30:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,13.3,13.965
2019-01-30,08:30:00,09:00:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,13.2,13.86
2019-01-30,09:00:00,09:30:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,15,15.75
2019-01-30,09:30:00,10:00:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,14.18,14.889
2019-01-30,10:00:00,10:30:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,13,13.65
2019-01-30,10:30:00,11:00:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,12.96,13.608
2019-01-30,11:00:00,11:30:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,14.22,14.931
2019-01-30,11:30:00,12:00:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,13.18,13.839
2019-01-30,12:00:00,12:30:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,14.2,14.91
2019-01-30,12:30:00,13:00:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,13.38,14.049
2019-01-30,13:00:00,13:30:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,13.3,13.965
2019-01-30,13:30:00,14:00:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,13.2,13.86
2019-01-30,14:00:00,14:30:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,14.14,14.847
2019-01-30,14:30:00,15:00:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,14.14,14.847
2019-01-30,15:00:00,15:30:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,13,13.65
2019-01-30,15:30:00,16:00:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,14.2,14.91
2019-01-30,16:00:00,16:30:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,28.14,29.547
2019-01-30,16:30:00,17:00:00,E-1R-AGILE-18-02-21-B,_B,EastMidlands,33.33,34.9965
